food_category,hours_since_cooked,storage_temp_c,humidity_pct,freshness_score
dairy_based,7.63,20.8,83.0,0.0
raw_salads,9.52,24.1,48.4,0.0
dry_snacks,1.4,24.9,67.7,0.751
dairy_based,9.6,22.9,85.4,0.0
dry_snacks,5.95,21.5,40.3,0.325
raw_salads,6.42,21.9,78.0,0.0
baked_goods,7.1,39.0,67.9,0.0
baked_goods,7.04,19.4,78.8,0.041
baked_goods,8.2,20.7,40.2,0.0
fried_items,4.83,40.0,56.0,0.036
baked_goods,5.33,26.5,37.7,0.0
dry_snacks,3.24,15.7,87.6,0.67
raw_salads,1.05,29.1,33.8,0.283
baked_goods,6.65,18.5,33.9,0.213
baked_goods,0.34,29.5,83.9,0.898
dairy_based,2.76,22.7,48.0,0.026
baked_goods,0.94,21.4,65.8,0.819
dairy_based,1.91,33.7,47.2,0.0
dry_snacks,6.39,27.4,68.9,0.0
raw_salads,6.28,29.8,41.5,0.012
rice_curry,4.21,26.6,57.5,0.033
dry_snacks,0.9,21.3,62.0,0.879
fried_items,4.33,27.7,50.0,0.006
rice_curry,3.53,31.3,45.1,0.005
raw_salads,7.2,24.8,38.4,0.0
dairy_based,5.79,34.8,72.4,0.0
dry_snacks,4.92,29.1,40.1,0.035
raw_salads,4.87,25.3,47.5,0.008
fried_items,9.66,25.5,50.2,0.006
rice_curry,7.56,24.8,57.3,0.0
baked_goods,4.97,16.5,72.2,0.387
fried_items,4.79,23.5,55.7,0.031
dry_snacks,0.26,25.3,82.3,0.957
baked_goods,9.43,21.5,70.8,0.0
dairy_based,3.19,26.0,80.3,0.0
baked_goods,2.56,24.1,73.0,0.508
raw_salads,9.99,28.6,38.9,0.003
fried_items,7.19,28.0,88.7,0.0
baked_goods,0.47,25.0,77.2,0.932
rice_curry,0.62,15.8,64.4,0.813
rice_curry,0.26,34.7,39.9,0.824
dairy_based,6.0,23.1,40.4,0.032
raw_salads,0.72,23.5,66.9,0.598
fried_items,9.33,21.9,55.0,0.0
dairy_based,9.37,21.1,70.6,0.042
baked_goods,5.46,33.3,52.3,0.0
raw_salads,6.17,32.3,60.8,0.0
raw_salads,2.92,26.7,41.3,0.03
rice_curry,0.64,23.4,39.3,0.72
baked_goods,7.37,27.7,34.5,0.045
fried_items,1.02,24.4,79.2,0.694
dairy_based,0.86,22.9,63.3,0.446
dairy_based,3.11,26.0,86.8,0.019
dry_snacks,0.12,21.4,75.0,0.925
rice_curry,4.34,25.5,76.1,0.0
fried_items,7.08,25.2,60.5,0.0
raw_salads,8.01,27.6,78.9,0.0
raw_salads,6.04,20.3,86.5,0.0
rice_curry,8.47,28.3,73.3,0.0
baked_goods,4.07,18.6,36.3,0.519
dry_snacks,8.49,20.6,69.1,0.106
baked_goods,5.06,20.8,37.2,0.333
dairy_based,2.23,17.6,34.6,0.0
dairy_based,9.44,30.1,71.6,0.0
baked_goods,2.75,18.2,80.1,0.639
dairy_based,0.26,19.8,39.5,0.897
baked_goods,2.43,31.5,34.4,0.345
fried_items,3.67,20.6,83.2,0.18
raw_salads,3.51,22.9,37.9,0.0
fried_items,5.25,17.9,32.1,0.006
rice_curry,8.83,29.0,73.3,0.0
baked_goods,2.92,29.1,80.9,0.28
dairy_based,5.21,28.4,60.9,0.0
fried_items,3.4,27.2,62.4,0.0
dry_snacks,8.22,24.4,50.2,0.009
dry_snacks,1.58,20.9,44.3,0.846
fried_items,1.04,19.1,75.3,0.837
rice_curry,5.03,31.7,81.0,0.002
raw_salads,6.72,28.6,49.3,0.048
raw_salads,7.96,19.8,46.4,0.0
baked_goods,5.9,24.2,46.1,0.0
baked_goods,7.74,22.2,33.0,0.0
fried_items,3.93,17.2,46.9,0.24
dry_snacks,0.33,25.1,31.5,0.972
dairy_based,1.16,21.5,77.3,0.351
dairy_based,0.39,18.3,45.4,0.73
raw_salads,3.29,15.1,71.4,0.026
rice_curry,4.95,14.6,62.6,0.007
dairy_based,3.56,21.8,80.2,0.0
dairy_based,5.61,23.5,87.6,0.0
dry_snacks,4.81,18.7,52.0,0.524
dry_snacks,6.78,27.9,35.3,0.011
dairy_based,6.67,23.6,75.0,0.015
dry_snacks,3.18,27.5,31.3,0.458
dry_snacks,3.46,22.9,43.4,0.509
dairy_based,5.85,19.3,33.2,0.0
rice_curry,5.96,24.7,83.9,0.0
fried_items,3.15,16.4,30.3,0.39
dry_snacks,3.3,27.2,59.6,0.473
rice_curry,6.94,18.4,55.4,0.0
dairy_based,6.47,29.5,69.2,0.0
raw_salads,1.35,22.0,47.4,0.327
fried_items,4.41,30.4,82.4,0.0
raw_salads,8.93,17.3,74.1,0.0
dairy_based,0.36,19.9,55.9,0.805
dairy_based,8.55,26.3,51.5,0.02
dairy_based,1.63,31.0,79.0,0.013
raw_salads,5.07,34.0,75.4,0.018
raw_salads,4.24,24.2,53.9,0.0
raw_salads,0.1,35.0,50.5,0.94
baked_goods,9.15,22.3,32.3,0.044
fried_items,4.55,30.6,34.9,0.047
fried_items,9.54,18.3,33.2,0.0
raw_salads,2.87,26.5,31.5,0.0
rice_curry,8.66,9.9,39.2,0.0
dairy_based,9.22,17.3,81.4,0.0
raw_salads,5.57,26.8,77.9,0.0
dairy_based,2.03,16.1,80.7,0.005
rice_curry,6.85,26.6,67.4,0.032
fried_items,5.49,29.4,67.4,0.0
rice_curry,9.45,21.0,37.4,0.0
raw_salads,4.39,18.2,71.9,0.0
raw_salads,2.69,21.2,46.8,0.0
rice_curry,1.38,18.2,61.2,0.56
fried_items,6.99,23.4,87.3,0.0
raw_salads,9.74,24.6,82.2,0.0
baked_goods,0.28,22.2,44.0,0.968
rice_curry,7.4,34.0,74.2,0.004
fried_items,9.27,19.7,36.2,0.018
fried_items,0.75,32.3,31.6,0.641
fried_items,1.1,17.8,31.7,0.807
dry_snacks,6.92,24.4,40.2,0.009
rice_curry,6.48,31.1,71.7,0.0
raw_salads,0.69,30.8,51.8,0.435
rice_curry,8.34,21.5,31.0,0.01
rice_curry,5.23,27.3,89.3,0.003
rice_curry,9.07,26.5,62.0,0.0
rice_curry,8.78,20.8,53.6,0.04
dry_snacks,8.13,27.7,61.1,0.0
dairy_based,5.16,35.2,61.2,0.0
raw_salads,2.52,26.8,58.2,0.0
dry_snacks,5.06,27.4,66.8,0.083
rice_curry,1.01,28.0,83.1,0.319
dry_snacks,6.59,15.2,48.1,0.361
fried_items,1.34,26.8,59.2,0.61
rice_curry,5.11,17.9,30.2,0.0
baked_goods,0.54,20.5,81.6,0.879
fried_items,3.0,37.0,48.4,0.023
baked_goods,2.32,22.5,46.3,0.637
fried_items,6.2,19.6,89.9,0.0
dairy_based,7.87,30.9,65.1,0.0
raw_salads,0.57,18.3,37.4,0.753
dairy_based,8.5,21.3,45.9,0.0
raw_salads,8.61,31.5,51.2,0.0
raw_salads,3.42,24.3,89.2,0.0
fried_items,6.59,14.6,55.8,0.028
baked_goods,4.03,27.3,43.8,0.167
rice_curry,1.54,21.6,64.2,0.441
baked_goods,5.29,33.2,54.3,0.013
baked_goods,0.86,20.4,33.3,0.82
raw_salads,8.78,30.3,81.7,0.0
rice_curry,9.24,34.7,30.9,0.04
baked_goods,8.22,18.9,83.9,0.025
dairy_based,5.63,22.8,77.5,0.023
rice_curry,5.58,26.3,34.5,0.0
rice_curry,9.85,18.9,73.4,0.0
fried_items,2.48,25.6,76.3,0.208
rice_curry,0.76,22.7,66.1,0.674
dry_snacks,5.62,22.5,64.7,0.338
dairy_based,3.29,24.3,33.0,0.007
fried_items,3.22,24.4,33.6,0.07
rice_curry,0.07,25.0,73.6,0.953
raw_salads,5.96,20.4,36.3,0.012
baked_goods,2.64,20.7,44.5,0.667
fried_items,1.88,23.3,59.9,0.479
raw_salads,0.4,23.7,39.8,0.746
dairy_based,3.64,21.4,77.4,0.024
dry_snacks,8.79,25.9,78.4,0.0
dry_snacks,3.37,13.1,80.5,0.692
raw_salads,6.79,19.6,33.0,0.0
raw_salads,7.57,22.3,55.7,0.0
baked_goods,3.28,18.9,80.8,0.598
dry_snacks,8.22,33.8,51.8,0.0
rice_curry,6.92,24.1,71.7,0.0
dry_snacks,5.59,25.1,65.4,0.165
dry_snacks,0.01,21.1,50.8,1.0
rice_curry,0.35,23.9,46.6,0.831
fried_items,9.91,16.7,69.2,0.0
dry_snacks,7.82,23.0,38.0,0.0
raw_salads,9.38,18.4,81.6,0.0
dairy_based,9.02,22.3,64.6,0.068
rice_curry,0.2,8.6,36.7,0.925
fried_items,7.92,17.2,72.2,0.0
baked_goods,4.51,32.8,55.9,0.0
rice_curry,7.9,29.0,42.2,0.053
dry_snacks,0.07,31.9,87.7,0.908
dry_snacks,2.88,32.3,73.2,0.354
raw_salads,7.51,28.0,65.6,0.0
dry_snacks,7.93,21.3,80.9,0.042
fried_items,6.2,17.8,62.6,0.0
dairy_based,3.01,30.9,56.5,0.01
baked_goods,3.1,24.4,41.4,0.416
dry_snacks,9.67,39.0,39.2,0.008
raw_salads,4.39,21.8,55.9,0.052
baked_goods,4.47,35.8,57.4,0.005
dairy_based,5.52,23.1,74.0,0.0
rice_curry,4.1,32.0,56.5,0.0
raw_salads,5.53,34.2,65.6,0.0
rice_curry,4.32,17.9,80.0,0.0
dairy_based,8.27,21.1,89.6,0.0
dairy_based,9.09,17.8,49.4,0.009
rice_curry,9.32,16.6,84.1,0.028
dairy_based,5.64,28.0,78.4,0.0
dry_snacks,4.42,22.8,34.1,0.399
dry_snacks,7.05,24.3,50.0,0.035
rice_curry,8.38,27.3,43.1,0.038
dry_snacks,5.63,12.9,69.9,0.434
dairy_based,7.0,31.7,63.3,0.0
raw_salads,7.5,21.9,59.7,0.019
dry_snacks,6.76,27.2,75.8,0.0
dry_snacks,7.46,27.7,50.0,0.0
dry_snacks,2.09,32.2,53.0,0.553
fried_items,4.98,23.4,81.9,0.005
rice_curry,5.88,11.3,88.3,0.015
dairy_based,0.02,24.3,76.6,0.944
dry_snacks,8.56,25.2,43.0,0.007
rice_curry,6.1,17.8,36.8,0.007
dairy_based,1.29,24.9,42.6,0.041
dairy_based,8.16,21.8,55.4,0.003
fried_items,7.17,15.9,44.2,0.001
baked_goods,7.58,28.0,84.1,0.0
dairy_based,3.92,20.6,70.2,0.012
raw_salads,8.54,21.6,55.0,0.037
fried_items,4.14,21.2,46.4,0.048
rice_curry,5.71,31.4,52.8,0.0
rice_curry,0.01,23.8,58.6,0.984
rice_curry,6.45,24.5,72.8,0.0
fried_items,7.18,21.4,35.4,0.0
rice_curry,5.67,26.8,80.9,0.0
raw_salads,4.97,32.1,37.7,0.014
dairy_based,8.1,27.9,45.7,0.0
raw_salads,6.81,28.1,89.6,0.0
baked_goods,2.78,27.6,41.4,0.399
dairy_based,9.59,15.7,36.1,0.042
rice_curry,7.07,18.7,68.3,0.0
baked_goods,9.88,22.8,53.6,0.0
rice_curry,9.71,19.6,35.5,0.0
rice_curry,9.19,17.6,30.2,0.057
raw_salads,7.55,12.8,34.7,0.0
dairy_based,6.09,15.9,61.4,0.018
dry_snacks,1.72,22.5,43.9,0.82
dairy_based,5.43,23.6,76.7,0.0
dairy_based,7.65,19.2,81.5,0.0
raw_salads,5.21,24.5,38.7,0.018
baked_goods,8.68,21.4,50.2,0.0
rice_curry,1.1,30.5,38.8,0.23
dry_snacks,3.81,23.0,47.2,0.486
fried_items,5.06,28.2,44.4,0.0
dry_snacks,4.32,25.2,77.2,0.316
rice_curry,1.09,15.6,50.7,0.623
dry_snacks,1.54,23.5,59.7,0.783
dry_snacks,8.38,16.6,70.4,0.188
raw_salads,4.84,23.4,79.3,0.0
dry_snacks,0.49,19.5,48.1,0.899
dry_snacks,0.16,26.3,42.6,1.0
raw_salads,4.73,15.9,88.7,0.0
rice_curry,1.64,24.1,49.2,0.216
baked_goods,7.05,27.4,70.3,0.0
dry_snacks,7.95,29.4,70.7,0.0
dry_snacks,2.28,19.4,60.8,0.755
dry_snacks,5.92,24.1,43.7,0.18
baked_goods,1.54,25.1,38.5,0.68
fried_items,3.04,33.3,59.2,0.0
dairy_based,8.89,15.1,60.7,0.0
rice_curry,5.44,18.5,76.4,0.019
dry_snacks,8.86,40.0,72.6,0.0
fried_items,2.25,22.4,84.7,0.439
rice_curry,3.3,12.7,88.3,0.0
fried_items,4.71,20.5,73.7,0.013
baked_goods,4.8,7.4,34.6,0.76
raw_salads,9.98,25.4,54.3,0.012
dairy_based,1.14,28.9,66.5,0.0
dry_snacks,8.52,18.5,65.4,0.107
rice_curry,8.64,21.2,40.9,0.0
raw_salads,5.53,29.5,65.0,0.0
fried_items,3.44,13.5,51.0,0.355
fried_items,5.19,16.1,50.3,0.011
dairy_based,2.92,22.6,80.0,0.0
dry_snacks,7.99,19.5,55.3,0.193
raw_salads,4.98,22.2,61.6,0.002
baked_goods,9.26,16.4,63.8,0.0
raw_salads,6.23,25.3,63.8,0.004
raw_salads,5.14,23.1,42.8,0.002
rice_curry,7.11,27.3,66.0,0.0
rice_curry,5.04,25.2,50.1,0.0
rice_curry,9.05,25.2,69.3,0.0
raw_salads,1.84,15.3,38.7,0.279
fried_items,9.73,27.0,89.6,0.0
dairy_based,8.12,22.0,76.3,0.021
raw_salads,8.61,23.0,55.0,0.0
fried_items,4.83,30.3,48.1,0.041
raw_salads,8.37,19.7,53.3,0.035
raw_salads,3.07,32.1,73.3,0.018
dry_snacks,7.62,32.7,69.3,0.0
dairy_based,1.4,28.5,72.1,0.0
baked_goods,3.07,18.1,83.3,0.63
baked_goods,4.46,10.9,57.4,0.451
dry_snacks,3.22,30.5,70.2,0.347
rice_curry,3.87,24.7,56.5,0.0
fried_items,8.2,19.5,68.3,0.049
baked_goods,2.57,31.0,58.5,0.301
dry_snacks,7.45,18.8,76.6,0.178
fried_items,0.74,21.5,30.3,0.821
rice_curry,7.66,27.1,42.9,0.0
rice_curry,7.92,17.3,47.8,0.0
fried_items,4.02,23.3,86.7,0.05
dairy_based,7.22,30.5,60.4,0.0
fried_items,9.15,25.3,51.9,0.0
rice_curry,8.01,31.5,54.3,0.001
baked_goods,3.9,30.8,57.1,0.0
dry_snacks,4.84,24.0,82.1,0.324
raw_salads,7.79,10.0,87.7,0.0
dry_snacks,2.93,17.4,80.6,0.695
baked_goods,8.04,28.6,80.5,0.0
dairy_based,3.28,14.7,41.9,0.078
dairy_based,8.06,22.0,46.1,0.015
dry_snacks,0.87,26.0,65.8,0.851
baked_goods,0.44,32.8,69.4,0.855
dry_snacks,9.98,20.5,42.2,0.0
fried_items,8.69,20.1,74.8,0.0
baked_goods,8.83,23.7,42.0,0.0
raw_salads,9.51,26.1,45.8,0.05
baked_goods,4.38,23.1,48.4,0.267
rice_curry,2.87,30.3,80.8,0.0
baked_goods,1.3,19.2,73.9,0.789
baked_goods,5.01,24.7,61.8,0.104
rice_curry,2.2,26.7,79.2,0.0
dry_snacks,9.36,21.6,78.8,0.0
raw_salads,0.04,29.0,53.4,1.0
dry_snacks,1.43,24.9,76.9,0.747
fried_items,2.46,28.7,42.4,0.096
rice_curry,1.99,25.2,60.2,0.0
dry_snacks,2.26,26.3,37.1,0.65
baked_goods,6.56,20.2,55.6,0.151
dry_snacks,3.28,20.2,61.2,0.657
baked_goods,6.15,31.3,34.8,0.025
baked_goods,8.9,27.8,57.8,0.022
dry_snacks,6.03,17.9,69.1,0.383
rice_curry,6.95,25.1,66.8,0.0
baked_goods,3.66,9.8,33.3,0.591
fried_items,1.6,20.6,35.7,0.68
dry_snacks,3.21,29.8,51.1,0.355
raw_salads,9.64,23.2,80.6,0.0
rice_curry,6.22,24.7,82.2,0.009
dry_snacks,2.78,5.9,48.6,0.892
raw_salads,4.51,21.6,73.1,0.0
dry_snacks,8.36,26.0,64.6,0.0
fried_items,6.68,26.8,89.0,0.0
raw_salads,5.61,29.8,35.7,0.0
fried_items,8.85,22.7,62.9,0.033
fried_items,6.72,23.0,65.6,0.032
dairy_based,6.43,16.0,48.5,0.016
dry_snacks,1.9,22.8,32.8,0.799
fried_items,1.06,16.4,33.1,0.787
raw_salads,9.65,12.9,57.2,0.021
dry_snacks,5.99,17.5,71.5,0.42
raw_salads,4.16,33.1,72.0,0.019
dairy_based,5.89,22.4,40.9,0.027
fried_items,0.62,25.3,81.5,0.808
dry_snacks,8.22,20.9,52.6,0.161
fried_items,2.17,13.3,87.9,0.523
rice_curry,8.05,29.6,37.1,0.0
rice_curry,5.34,11.0,80.2,0.0
baked_goods,2.77,20.7,84.5,0.596
dry_snacks,0.3,23.7,79.4,0.88
dairy_based,8.16,25.4,78.5,0.023
fried_items,1.76,19.6,51.7,0.616
dry_snacks,0.52,13.0,72.8,0.94
rice_curry,7.56,19.2,64.8,0.0
dairy_based,3.5,19.5,55.5,0.019
fried_items,3.89,19.4,89.6,0.168
raw_salads,2.47,29.8,47.4,0.0
raw_salads,8.59,16.7,54.8,0.006
rice_curry,2.97,25.8,84.2,0.0
dry_snacks,2.1,24.9,47.3,0.669
dry_snacks,3.09,29.8,39.2,0.394
fried_items,2.03,23.2,48.6,0.488
dry_snacks,3.18,28.7,75.6,0.364
rice_curry,0.83,23.0,81.6,0.59
raw_salads,1.59,26.6,36.9,0.001
raw_salads,4.17,15.0,67.3,0.009
raw_salads,8.79,8.2,64.0,0.04
rice_curry,0.57,26.3,70.1,0.647
fried_items,2.13,26.6,70.3,0.275
fried_items,9.08,26.9,87.6,0.008
rice_curry,8.9,20.9,50.8,0.059
fried_items,6.79,32.9,48.0,0.0
fried_items,2.4,21.2,64.9,0.432
dairy_based,4.2,26.5,55.8,0.011
baked_goods,2.11,27.6,58.4,0.519
baked_goods,1.29,34.3,34.2,0.586
fried_items,3.8,22.1,38.9,0.088
baked_goods,5.76,20.1,86.1,0.295
baked_goods,3.6,15.0,34.1,0.511
fried_items,6.11,33.3,65.4,0.04
rice_curry,2.96,26.5,75.3,0.0
baked_goods,3.46,26.7,30.7,0.288
baked_goods,7.91,40.0,43.4,0.048
raw_salads,8.78,26.0,52.6,0.01
dry_snacks,3.22,16.2,60.4,0.669
dairy_based,5.72,22.8,50.5,0.022
raw_salads,2.78,18.2,68.9,0.0
fried_items,0.53,21.6,43.6,0.892
raw_salads,7.38,21.6,31.5,0.0
dry_snacks,1.71,20.5,30.1,0.847
dry_snacks,4.26,15.6,50.7,0.532
baked_goods,4.87,33.6,51.7,0.0
dairy_based,1.84,25.8,86.9,0.0
fried_items,0.95,22.6,32.7,0.759
dairy_based,3.48,28.5,61.8,0.0
dairy_based,9.52,26.8,64.7,0.0
raw_salads,6.15,25.7,72.0,0.0
dry_snacks,3.81,28.1,68.3,0.345
baked_goods,0.39,24.8,30.5,0.898
raw_salads,6.0,28.0,67.9,0.0
fried_items,0.92,28.5,49.3,0.666
dairy_based,5.43,25.0,76.4,0.034
dry_snacks,7.52,22.7,41.3,0.043
baked_goods,4.24,33.2,73.0,0.0
dairy_based,2.99,21.1,67.5,0.031
dry_snacks,0.47,26.3,69.1,0.94
dairy_based,0.25,26.5,40.6,0.809
raw_salads,4.3,20.3,70.2,0.0
rice_curry,8.83,19.2,74.2,0.0
rice_curry,2.44,21.9,59.4,0.0
baked_goods,5.74,21.0,50.4,0.189
rice_curry,6.84,15.3,40.0,0.043
raw_salads,0.61,20.1,47.4,0.794
raw_salads,1.53,25.6,75.8,0.042
raw_salads,3.31,31.6,54.6,0.0
raw_salads,6.7,27.3,72.2,0.0
rice_curry,4.39,8.4,74.4,0.0
rice_curry,7.34,27.8,70.5,0.0
dairy_based,8.68,20.7,70.4,0.0
dairy_based,7.58,26.7,66.6,0.0
raw_salads,9.92,23.9,61.1,0.052
baked_goods,7.54,22.8,41.9,0.012
fried_items,8.52,23.4,80.6,0.0
raw_salads,8.32,23.9,87.9,0.0
fried_items,7.3,32.1,58.0,0.0
dairy_based,8.02,23.9,86.0,0.0
dairy_based,9.35,30.5,89.9,0.0
fried_items,4.75,29.6,59.2,0.002
dry_snacks,6.38,28.0,73.5,0.0
baked_goods,5.15,13.3,68.6,0.319
fried_items,8.51,30.7,44.2,0.004
baked_goods,4.31,21.3,32.8,0.437
fried_items,8.2,28.3,57.2,0.059
baked_goods,7.99,18.2,77.2,0.007
raw_salads,9.62,16.9,49.5,0.0
fried_items,2.49,35.9,77.1,0.005
dairy_based,7.1,18.3,69.3,0.031
dry_snacks,7.57,30.9,71.7,0.0
baked_goods,9.36,24.7,47.1,0.044
raw_salads,9.07,21.5,58.2,0.0
baked_goods,5.74,23.7,40.9,0.0
raw_salads,5.79,16.2,44.8,0.0
raw_salads,1.67,23.9,35.4,0.078
baked_goods,9.75,17.5,37.6,0.0
fried_items,2.55,21.6,42.6,0.398
dry_snacks,7.25,29.6,64.8,0.011
dry_snacks,7.96,25.5,56.5,0.007
rice_curry,4.41,15.1,46.0,0.011
dairy_based,2.11,29.1,81.7,0.0
baked_goods,1.89,24.0,61.5,0.69
dairy_based,8.56,20.7,85.4,0.006
dry_snacks,5.11,28.5,68.1,0.078
rice_curry,0.9,23.0,30.9,0.622
raw_salads,7.17,17.0,84.8,0.003
raw_salads,2.5,35.1,81.4,0.005
dairy_based,8.76,23.9,68.1,0.072
baked_goods,3.1,23.5,62.1,0.512
baked_goods,2.0,21.6,57.2,0.708
raw_salads,0.85,31.1,58.9,0.257
raw_salads,5.12,20.9,76.2,0.0
fried_items,4.51,14.7,60.8,0.088
dairy_based,7.51,19.9,40.6,0.015
fried_items,4.65,32.0,33.5,0.0
rice_curry,3.44,29.0,37.6,0.036
dairy_based,2.62,22.5,45.1,0.0
fried_items,2.78,32.2,52.1,0.0
fried_items,9.28,28.5,83.5,0.0
fried_items,1.65,22.4,44.3,0.565
dairy_based,9.88,23.0,49.2,0.0
dairy_based,3.27,26.0,43.4,0.0
dry_snacks,0.88,19.0,62.7,0.886
fried_items,2.49,24.0,67.0,0.296
fried_items,0.58,25.9,61.9,0.794
raw_salads,7.9,13.9,87.1,0.0
fried_items,5.13,22.9,89.7,0.0
dairy_based,3.37,22.2,80.2,0.01
dry_snacks,6.62,30.2,78.3,0.026
rice_curry,6.31,12.9,52.0,0.004
dairy_based,9.4,21.7,64.8,0.002
dairy_based,9.61,21.1,51.1,0.0
dairy_based,6.81,29.8,77.1,0.0
dairy_based,8.18,23.7,40.3,0.012
baked_goods,7.92,34.8,43.0,0.04
dry_snacks,4.91,28.0,32.3,0.06
rice_curry,7.04,21.5,66.5,0.0
dry_snacks,0.78,25.4,71.3,0.878
rice_curry,7.58,21.9,30.2,0.0
baked_goods,9.62,29.2,60.6,0.0
dry_snacks,0.85,16.0,52.6,0.876
dairy_based,8.36,19.1,77.5,0.007
dry_snacks,9.33,26.7,32.3,0.0
raw_salads,2.26,31.4,32.9,0.0
baked_goods,5.25,10.8,67.2,0.362
rice_curry,9.28,32.2,65.5,0.008
rice_curry,9.6,23.2,79.9,0.0
dry_snacks,1.28,12.7,65.5,0.839
dairy_based,3.49,6.0,87.0,0.272
baked_goods,6.98,14.8,48.9,0.164
fried_items,2.22,23.9,53.9,0.336
raw_salads,3.25,23.6,88.7,0.0
dairy_based,0.23,27.8,36.5,0.774
rice_curry,1.54,20.7,77.8,0.434
dairy_based,5.62,17.4,30.7,0.0
rice_curry,6.53,21.5,59.2,0.019
raw_salads,6.49,24.2,39.2,0.033
rice_curry,7.78,25.4,65.9,0.002
dairy_based,4.15,19.3,77.9,0.0
fried_items,2.73,29.4,32.0,0.008
dry_snacks,0.16,20.3,39.8,0.984
dairy_based,2.07,18.8,50.6,0.0
dairy_based,3.12,20.7,45.3,0.0
rice_curry,1.78,30.4,53.0,0.0
dry_snacks,0.2,23.2,87.1,0.942
dry_snacks,1.57,19.8,36.1,0.85
dry_snacks,6.66,29.6,55.4,0.0
dairy_based,6.3,36.9,57.4,0.002
dry_snacks,9.36,25.3,46.8,0.0
raw_salads,7.98,31.4,46.7,0.0
rice_curry,5.68,30.2,72.9,0.0
fried_items,1.38,20.4,67.1,0.674
baked_goods,5.64,24.2,78.8,0.001
dairy_based,0.62,16.3,54.3,0.687
raw_salads,4.31,22.8,66.4,0.018
dry_snacks,3.9,20.2,83.6,0.563
rice_curry,4.28,21.6,81.1,0.0
rice_curry,2.8,19.5,85.2,0.098
dry_snacks,6.86,22.3,46.1,0.109
rice_curry,8.41,27.2,89.1,0.009
rice_curry,7.69,23.3,79.0,0.031
baked_goods,6.28,12.8,77.7,0.221
rice_curry,5.38,19.5,70.1,0.0
raw_salads,0.31,14.9,89.0,0.889
baked_goods,7.23,25.5,56.5,0.0
raw_salads,5.45,27.0,74.5,0.0
dry_snacks,2.71,25.5,71.9,0.556
raw_salads,3.28,19.3,73.9,0.0
fried_items,9.36,25.5,75.1,0.0
raw_salads,6.24,21.2,41.4,0.033
dairy_based,4.76,17.2,50.9,0.0
raw_salads,6.21,28.5,53.5,0.0
fried_items,4.14,28.9,74.9,0.0
dry_snacks,4.7,29.7,73.0,0.062
dairy_based,2.9,20.3,80.0,0.0
dry_snacks,4.4,31.1,77.3,0.02
raw_salads,6.86,21.0,65.8,0.0
rice_curry,0.4,27.9,38.4,0.793
rice_curry,7.95,20.9,68.1,0.005
fried_items,2.83,22.7,83.2,0.276
dairy_based,6.83,9.5,68.6,0.0
dry_snacks,6.43,22.2,83.7,0.183
baked_goods,6.53,24.5,89.9,0.0
raw_salads,6.08,21.5,51.6,0.0
baked_goods,9.59,34.5,73.4,0.012
fried_items,5.08,17.0,62.4,0.035
dairy_based,7.32,20.6,57.3,0.0
fried_items,7.05,18.6,44.4,0.0
fried_items,2.36,20.6,44.8,0.482
dry_snacks,2.83,30.2,41.1,0.384
dry_snacks,4.24,32.9,67.9,0.008
rice_curry,2.78,19.8,38.5,0.113
dairy_based,3.67,19.7,55.9,0.0
dry_snacks,3.91,17.1,61.4,0.647
dry_snacks,6.04,31.8,56.3,0.0
raw_salads,2.2,30.7,81.3,0.042
dairy_based,8.04,23.4,56.6,0.0
fried_items,4.38,15.6,35.0,0.121
fried_items,7.06,16.2,89.5,0.0
baked_goods,0.81,25.0,80.7,0.806
baked_goods,4.7,27.3,69.6,0.031
rice_curry,0.28,11.6,75.4,0.905
raw_salads,6.76,22.1,37.7,0.031
dairy_based,3.44,33.7,76.0,0.0
raw_salads,9.49,22.7,42.5,0.02
dairy_based,3.24,32.9,59.3,0.0
dry_snacks,5.64,27.9,40.7,0.0
baked_goods,2.57,17.5,75.2,0.67
dry_snacks,6.2,22.2,44.8,0.248
baked_goods,4.67,23.2,45.2,0.229
dry_snacks,3.71,18.3,36.6,0.651
rice_curry,2.04,18.2,73.2,0.334
fried_items,1.12,33.0,47.8,0.53
raw_salads,1.2,18.1,61.1,0.484
dairy_based,9.99,30.5,49.9,0.045
dry_snacks,4.12,21.4,76.5,0.571
rice_curry,0.02,23.8,43.6,0.98
raw_salads,9.53,27.4,86.5,0.0
baked_goods,0.2,20.4,49.3,0.932
dry_snacks,4.19,27.4,36.2,0.257
dairy_based,7.17,11.7,44.4,0.06
rice_curry,9.15,26.6,34.4,0.001
rice_curry,7.13,9.2,58.1,0.0
raw_salads,4.64,22.6,45.0,0.0
fried_items,9.74,29.1,83.2,0.0
rice_curry,0.39,27.7,61.0,0.793
fried_items,9.87,16.2,44.0,0.0
dairy_based,8.49,17.0,57.1,0.063
dry_snacks,9.29,19.9,41.8,0.09
dairy_based,2.55,25.1,40.7,0.025
rice_curry,1.42,11.8,48.0,0.518
rice_curry,6.63,23.9,36.5,0.0
raw_salads,5.16,25.9,41.3,0.0
baked_goods,5.23,22.3,86.3,0.128
dry_snacks,9.25,27.2,70.0,0.017
raw_salads,6.2,25.3,85.3,0.0
fried_items,3.11,20.8,45.4,0.36
raw_salads,4.0,12.4,81.4,0.0
baked_goods,1.33,24.8,51.7,0.744
dairy_based,1.92,18.3,38.7,0.003
fried_items,1.43,20.5,78.3,0.689
