distance_km,eta_minutes,spare_capacity_ratio,ngo_acceptance_track_record,accepted
0.78,3.0,0.176,0.495,1
4.31,10.6,0.058,0.64,1
1.46,3.8,0.126,0.858,1
1.47,7.1,0.251,0.72,1
9.99,26.1,0.368,0.431,0
0.18,3.0,0.892,0.769,1
1.57,3.9,0.239,0.869,1
2.77,9.1,0.32,0.632,1
4.14,9.2,0.223,0.545,0
3.97,9.6,0.546,0.851,1
0.97,3.0,0.617,0.414,1
0.1,3.1,0.532,0.881,1
3.32,9.1,0.952,0.875,1
2.67,5.3,0.995,0.924,1
0.28,3.0,0.837,0.453,1
2.12,6.3,0.805,0.464,1
0.62,3.0,0.366,0.915,1
0.36,3.0,0.58,0.68,1
2.56,5.1,0.351,0.631,1
3.36,9.1,0.784,0.738,1
2.9,6.5,0.172,0.435,1
1.1,3.0,0.217,0.78,1
2.78,4.3,0.039,0.958,1
1.83,4.7,0.609,0.799,1
2.16,5.0,0.689,0.674,1
3.82,8.9,0.003,0.967,1
2.71,7.2,0.511,0.806,1
2.99,9.0,0.377,0.434,1
4.93,13.7,0.792,0.795,1
1.39,4.6,0.039,0.435,1
2.23,5.1,0.049,0.581,1
3.11,6.6,0.62,0.763,1
5.34,11.3,0.592,0.527,1
0.89,3.0,0.831,0.423,1
4.4,11.0,0.592,0.765,1
0.97,3.0,0.949,0.569,0
1.19,3.2,0.314,0.714,1
1.65,3.0,0.398,0.554,1
0.35,3.0,0.978,0.805,1
6.47,17.8,0.108,0.928,0
5.92,13.9,0.796,0.451,1
9.21,21.4,0.012,0.864,0
2.7,4.6,0.487,0.492,1
3.41,9.4,0.153,0.594,1
1.06,5.4,0.599,0.611,1
0.1,3.0,0.798,0.522,1
3.99,9.5,0.033,0.444,1
0.66,3.8,0.164,0.853,1
0.87,3.0,0.343,0.868,1
14.94,41.3,0.256,0.988,1
0.5,6.1,0.383,0.951,1
0.28,3.0,0.952,0.656,1
0.23,3.0,0.101,0.479,1
3.2,6.6,0.423,0.406,1
1.34,3.0,0.457,0.714,1
1.22,3.0,0.28,0.908,1
2.39,7.6,0.279,0.558,1
0.32,3.0,0.715,0.517,1
0.42,3.0,0.618,0.659,1
7.47,18.3,0.813,0.927,1
6.37,16.9,0.405,0.666,0
2.49,3.9,0.607,0.826,1
7.35,15.1,0.894,0.673,0
0.24,4.6,0.851,0.62,1
2.43,4.8,0.92,0.66,1
3.43,8.3,0.269,0.853,1
5.56,13.1,0.985,0.845,1
2.58,7.5,0.816,0.655,1
2.53,9.9,0.795,0.558,1
1.03,3.7,0.668,0.482,1
3.3,5.2,0.983,0.401,1
0.41,3.0,0.442,0.467,1
5.86,13.8,0.742,0.497,0
2.04,4.6,0.699,0.807,1
0.34,3.0,0.732,0.883,1
1.07,4.3,0.751,0.835,1
1.87,3.0,0.191,0.827,1
10.52,29.3,0.349,0.987,0
3.38,12.1,0.392,0.968,1
4.71,11.3,0.748,0.559,0
13.89,35.6,0.716,0.486,0
4.11,7.8,0.833,0.49,1
0.23,3.0,0.789,0.928,1
3.72,8.3,0.596,0.46,1
4.46,9.0,0.14,0.601,0
1.13,3.0,0.635,0.713,1
0.53,3.0,0.887,0.762,1
2.44,5.5,0.643,0.751,1
18.67,48.6,0.896,0.864,0
4.6,9.9,0.999,0.737,1
6.15,18.8,0.359,0.902,1
4.44,8.4,0.723,0.45,1
1.27,6.4,0.54,0.907,1
2.87,5.2,0.455,0.748,1
8.79,22.0,0.24,0.532,0
1.08,3.0,0.246,0.977,1
0.17,3.0,0.185,0.954,0
20.0,51.6,0.631,0.899,0
1.5,6.7,0.142,0.938,1
13.9,37.1,0.431,0.625,0
2.69,5.9,0.523,0.534,1
2.48,6.6,0.438,0.508,1
3.17,6.4,0.855,0.916,1
2.6,4.5,0.443,0.888,0
9.86,22.4,0.083,0.979,1
1.63,3.2,0.992,0.9,1
0.5,3.0,0.845,0.773,1
5.87,10.9,0.66,0.484,1
3.45,8.5,0.756,0.497,1
0.11,3.3,0.128,0.679,1
3.42,10.8,0.766,0.853,1
5.0,11.3,0.208,0.502,0
1.14,3.0,0.489,0.94,1
1.59,4.9,0.178,0.803,1
0.39,3.0,0.754,0.584,1
1.03,4.8,0.246,0.923,1
3.39,8.1,0.253,0.753,1
0.1,3.9,0.109,0.833,1
4.49,7.8,0.721,0.627,1
8.73,23.7,0.296,0.632,1
0.35,3.0,0.518,0.407,1
1.75,3.7,0.332,0.717,1
0.71,3.0,0.775,0.849,1
1.99,6.2,0.226,0.972,1
4.76,13.3,0.941,0.926,1
3.21,11.6,0.321,0.451,1
1.57,6.0,0.104,0.979,0
0.64,3.0,0.24,0.488,1
12.11,28.3,0.074,0.424,0
0.92,3.0,0.469,0.842,1
1.09,5.7,0.25,0.934,1
0.1,3.0,0.886,0.96,1
13.36,36.3,0.517,0.887,1
4.56,12.5,0.233,0.521,1
5.98,15.6,0.451,0.491,0
5.81,13.9,0.196,0.435,0
1.6,5.3,0.179,0.743,1
1.77,4.4,0.301,0.687,1
5.04,11.9,0.108,0.464,1
3.86,11.0,0.189,0.674,0
0.25,3.0,0.938,0.735,1
2.07,3.6,0.667,0.827,1
9.81,25.7,0.921,0.644,1
2.78,6.8,0.257,0.588,1
3.03,8.6,0.857,0.793,1
0.92,3.0,0.362,0.804,1
12.08,27.8,0.144,0.56,1
7.34,21.8,0.805,0.412,1
2.15,8.5,0.06,0.958,1
1.32,5.1,0.405,0.846,1
0.97,3.0,0.819,0.519,1
1.58,3.3,0.617,0.734,1
0.5,4.0,0.518,0.751,1
0.84,3.0,0.354,0.474,1
0.15,3.0,0.075,0.513,1
5.92,18.5,0.991,0.964,1
0.26,3.0,0.175,0.7,1
0.16,3.9,0.255,0.513,1
5.85,11.8,0.236,0.871,0
2.33,6.9,0.908,0.678,1
3.88,13.8,0.764,0.777,1
5.21,13.1,0.457,0.576,0
2.06,4.6,0.955,0.434,1
4.04,7.8,0.053,0.497,1
2.21,7.7,0.894,0.974,1
11.38,26.9,0.06,0.768,0
5.07,12.5,0.391,0.89,1
1.09,3.0,0.054,0.413,1
2.16,8.5,0.999,0.852,1
0.67,4.0,0.914,0.686,1
3.81,9.5,0.585,0.793,1
0.83,3.0,0.218,0.611,1
2.18,8.5,0.277,0.766,1
2.25,4.9,0.45,0.421,0
2.45,3.9,0.323,0.427,1
0.86,3.0,0.021,0.871,1
2.24,4.3,0.656,0.473,1
5.63,11.2,0.613,0.408,1
0.89,3.0,0.904,0.938,1
1.28,4.7,0.477,0.557,1
3.62,8.3,0.345,0.744,1
0.69,3.0,0.512,0.895,1
9.1,21.3,0.195,0.84,0
4.36,11.0,0.626,0.428,1
4.37,14.8,0.77,0.731,1
3.77,8.7,0.153,0.72,1
1.12,3.6,0.318,0.607,1
1.83,3.0,0.868,0.845,1
2.15,8.4,0.506,0.969,1
2.31,4.8,0.532,0.487,1
4.16,12.5,0.722,0.486,1
1.13,3.0,0.578,0.833,1
1.82,5.8,0.07,0.668,1
10.49,27.6,0.804,0.869,0
8.61,20.6,0.923,0.483,1
1.07,4.9,0.053,0.424,1
3.31,6.8,0.121,0.812,1
0.75,3.4,0.702,0.987,1
1.23,3.0,0.604,0.456,0
1.17,3.6,0.383,0.91,1
3.22,7.1,0.539,0.627,1
7.95,20.0,0.703,0.41,1
1.91,3.0,0.504,0.701,1
9.08,23.2,0.14,0.565,0
6.69,16.8,0.089,0.809,1
2.26,4.6,0.439,0.57,1
3.42,8.4,0.923,0.684,1
2.88,7.5,0.558,0.518,0
5.38,12.2,0.358,0.889,1
2.7,6.5,0.909,0.946,0
2.15,3.4,0.389,0.638,1
2.75,11.6,0.509,0.665,0
2.61,8.6,0.116,0.98,1
0.89,3.0,0.737,0.484,1
0.1,3.0,0.7,0.877,1
1.52,3.0,0.794,0.735,1
1.34,3.0,0.325,0.92,1
17.91,44.0,0.436,0.573,0
2.51,3.5,0.168,0.575,1
2.66,6.2,0.965,0.592,1
3.27,8.6,0.086,0.41,1
3.55,10.7,0.649,0.5,1
0.53,3.0,0.705,0.987,1
1.95,5.7,0.158,0.547,1
0.25,3.0,0.365,0.412,1
0.1,3.0,0.043,0.564,1
2.18,4.4,0.557,0.641,1
11.96,32.7,0.995,0.723,1
1.93,4.6,0.43,0.44,1
0.22,4.1,0.99,0.866,1
1.04,3.0,0.126,0.887,1
0.61,3.0,0.392,0.526,1
3.88,9.6,0.902,0.871,1
1.15,3.0,0.877,0.613,1
3.12,9.1,0.324,0.65,1
1.66,3.6,0.679,0.952,1
3.1,3.0,0.886,0.926,1
2.87,3.0,0.767,0.621,1
6.6,19.0,0.628,0.688,1
1.1,5.2,0.153,0.569,1
1.28,7.0,0.073,0.704,1
1.94,4.8,0.615,0.802,1
2.23,3.0,0.5,0.455,1
0.69,3.0,0.238,0.943,1
2.41,6.0,0.293,0.824,1
4.0,8.0,0.392,0.457,1
0.9,5.5,0.496,0.913,1
6.45,20.6,0.39,0.839,1
5.35,14.3,0.387,0.585,0
4.96,12.4,0.116,0.708,0
4.18,7.9,0.866,0.907,1
3.2,11.1,0.609,0.971,1
1.99,5.1,0.146,0.566,1
3.3,7.7,0.424,0.784,1
5.76,15.4,0.417,0.908,1
1.71,3.1,0.601,0.983,1
0.55,3.0,0.609,0.442,1
9.44,20.7,0.645,0.697,1
7.8,21.7,0.698,0.915,0
1.35,3.2,0.103,0.402,1
1.5,6.1,0.305,0.658,1
4.71,11.4,0.017,0.745,0
1.76,4.1,0.455,0.711,1
1.81,3.0,0.429,0.832,1
2.37,7.4,0.734,0.439,1
0.81,3.0,0.167,0.863,1
2.5,5.3,0.631,0.567,1
0.73,3.0,0.307,0.886,1
1.34,3.6,0.382,0.647,1
1.03,3.0,0.719,0.425,1
0.24,3.0,0.072,0.969,1
6.3,17.3,0.343,0.861,0
1.2,3.0,0.391,0.605,1
1.11,3.0,0.716,0.559,1
19.81,49.9,0.199,0.747,0
2.71,6.5,0.947,0.983,1
0.16,3.0,0.998,0.571,1
1.71,4.2,0.819,0.959,1
1.26,5.1,0.3,0.595,1
1.97,3.0,0.664,0.815,1
0.63,3.0,0.083,0.625,1
0.57,3.0,0.871,0.45,1
0.29,3.0,0.516,0.952,1
3.88,9.5,0.176,0.497,1
0.1,3.0,0.327,0.957,1
4.65,11.8,0.801,0.461,1
0.53,3.0,0.87,0.557,1
4.36,8.8,0.52,0.943,1
3.86,6.7,0.48,0.789,1
3.33,6.2,0.751,0.512,1
0.12,3.0,0.826,0.749,1
1.32,3.0,0.765,0.506,1
3.21,8.9,0.384,0.916,1
0.1,3.0,0.642,0.429,1
1.14,4.4,0.857,0.713,1
1.55,3.0,0.152,0.437,0
6.31,15.8,0.388,0.81,1
0.8,3.0,0.057,0.952,1
0.66,6.3,0.409,0.89,1
10.26,26.9,0.772,0.619,0
1.37,3.0,0.197,0.54,1
1.38,4.8,0.542,0.471,1
4.32,15.1,0.037,0.915,1
3.69,6.0,0.898,0.448,1
1.74,3.0,0.82,0.771,1
2.89,6.8,0.524,0.617,1
1.22,3.0,0.706,0.988,1
3.58,8.3,0.104,0.7,1
0.45,3.0,0.845,0.724,1
0.45,3.9,0.715,0.942,1
1.32,3.0,0.12,0.972,1
0.1,3.0,0.981,0.744,1
0.78,4.1,0.023,0.87,1
2.23,5.5,0.629,0.775,1
1.28,3.0,0.172,0.652,1
0.44,3.0,0.719,0.434,1
18.72,46.3,0.07,0.823,0
5.88,13.2,0.081,0.813,1
0.9,3.0,0.466,0.469,1
5.52,11.0,0.994,0.536,1
7.72,20.9,0.277,0.832,1
4.17,10.7,0.613,0.488,1
0.17,3.0,0.519,0.808,1
2.51,9.1,0.842,0.824,1
2.21,4.7,0.289,0.608,1
2.3,4.3,0.555,0.552,1
0.36,3.0,0.951,0.62,1
3.77,9.0,0.333,0.612,1
6.41,15.8,0.439,0.758,1
0.26,3.0,0.889,0.839,1
0.95,3.0,0.332,0.908,1
0.1,3.0,0.381,0.418,1
5.22,13.8,0.304,0.829,1
14.43,36.4,0.81,0.585,0
0.1,3.0,0.93,0.895,1
6.86,21.1,0.631,0.445,1
1.77,5.9,0.624,0.725,1
8.68,24.5,0.39,0.724,0
11.28,29.7,0.012,0.593,0
4.86,15.6,0.174,0.972,1
0.4,4.7,0.147,0.463,1
2.39,7.9,0.116,0.48,1
0.57,3.0,0.654,0.78,1
14.2,35.1,0.136,0.703,0
1.92,4.7,0.086,0.556,1
0.76,3.0,0.383,0.58,1
1.07,3.9,0.249,0.493,1
10.12,23.9,0.146,0.912,1
0.35,3.0,0.146,0.736,1
3.94,5.1,0.256,0.544,1
6.63,20.0,0.537,0.632,0
1.56,3.5,0.758,0.935,1
3.28,9.1,0.853,0.923,1
2.44,9.0,0.751,0.441,1
1.83,5.2,0.628,0.786,1
1.54,6.7,0.908,0.49,1
0.21,3.0,0.52,0.524,1
1.02,7.4,0.633,0.91,1
0.58,3.6,0.412,0.928,1
1.82,5.0,0.327,0.449,1
4.21,13.4,0.332,0.916,1
0.82,3.0,0.148,0.83,1
0.99,3.0,0.797,0.858,1
1.18,5.8,0.055,0.867,1
4.7,8.0,0.675,0.699,1
5.98,16.1,0.864,0.959,1
0.45,3.0,0.497,0.518,1
7.01,21.5,0.07,0.698,1
4.61,8.4,0.428,0.588,1
0.29,3.9,0.343,0.885,1
3.32,7.2,0.986,0.449,1
2.69,5.8,0.691,0.656,1
2.23,3.1,0.721,0.856,1
0.24,3.0,0.516,0.584,1
3.13,8.6,0.709,0.542,1
2.33,3.6,0.723,0.555,1
0.94,3.8,0.066,0.821,1
1.78,3.1,0.223,0.569,0
4.41,8.6,0.013,0.638,1
0.14,3.0,0.51,0.722,1
1.64,4.8,0.876,0.955,1
5.52,13.2,0.61,0.869,1
1.68,4.3,0.5,0.509,1
5.87,16.1,0.926,0.921,1
0.54,3.5,0.172,0.898,1
4.43,10.4,0.075,0.84,1
8.33,18.7,0.917,0.705,0
0.46,3.0,0.903,0.441,0
5.29,14.2,0.683,0.82,1
0.91,3.0,0.246,0.706,1
0.37,3.0,0.97,0.583,1
0.31,3.0,0.765,0.406,1
1.56,3.5,0.674,0.536,1
0.1,3.0,0.223,0.757,1
0.84,3.5,0.513,0.466,1
1.57,3.0,0.823,0.787,1
1.76,3.0,0.86,0.884,1
0.69,3.0,0.561,0.588,1
1.15,3.0,0.523,0.448,1
0.61,3.0,0.698,0.482,1
0.84,3.0,0.528,0.611,1
3.59,8.2,0.418,0.88,1
1.6,3.2,0.085,0.774,1
4.1,10.5,0.126,0.912,1
0.83,3.0,0.76,0.987,1
0.1,3.2,0.025,0.52,1
2.31,6.8,0.052,0.81,0
3.77,7.8,0.905,0.675,0
0.3,3.0,0.704,0.691,1
3.4,8.7,0.004,0.592,0
0.37,3.3,0.312,0.602,1
1.08,3.0,0.763,0.799,1
2.45,7.7,0.418,0.766,0
0.3,3.0,0.469,0.588,1
2.93,10.3,0.459,0.47,1
2.28,8.3,0.202,0.741,1
3.22,8.4,0.721,0.836,1
0.24,3.0,0.103,0.73,1
0.87,3.2,0.507,0.402,1
4.94,12.0,0.17,0.567,0
0.1,3.6,0.047,0.859,1
5.22,13.2,0.143,0.838,1
3.91,9.0,0.869,0.406,1
0.29,3.0,0.176,0.677,1
0.5,3.0,0.278,0.658,1
4.51,12.4,0.138,0.785,0
1.98,3.3,0.736,0.474,1
1.65,6.3,0.445,0.767,1
0.93,3.0,0.944,0.959,1
1.72,4.5,0.664,0.619,1
1.33,5.6,0.531,0.599,1
1.59,3.0,0.657,0.417,1
5.33,17.4,0.04,0.434,0
0.1,3.0,0.951,0.95,1
6.56,16.7,0.956,0.976,1
1.01,3.7,0.276,0.403,1
1.0,3.9,0.628,0.931,1
3.4,9.0,0.202,0.503,0
5.89,16.7,0.547,0.731,1
2.45,7.2,0.771,0.8,1
0.83,5.6,0.94,0.612,1
0.33,3.0,0.339,0.712,1
1.62,8.0,0.694,0.77,1
0.23,3.0,0.716,0.514,1
5.71,10.7,0.221,0.987,1
1.04,7.8,0.629,0.52,1
3.88,8.5,0.655,0.406,1
4.91,15.3,0.764,0.957,1
2.57,6.5,1.0,0.653,1
3.97,12.0,0.04,0.635,0
2.5,4.9,0.202,0.563,1
1.28,4.4,0.145,0.415,0
3.78,8.9,0.154,0.556,1
3.5,11.9,0.454,0.632,0
0.46,3.0,0.879,0.707,1
4.25,12.5,0.449,0.67,1
1.35,3.0,0.668,0.919,0
8.05,19.9,0.376,0.938,1
5.55,14.7,0.32,0.587,1
2.17,5.9,0.834,0.966,1
2.81,8.9,0.656,0.91,1
0.43,3.0,0.351,0.947,1
2.02,5.2,0.914,0.817,0
1.75,6.7,0.499,0.517,1
1.38,3.0,0.188,0.515,1
1.84,5.8,0.483,0.936,1
12.44,30.4,0.675,0.699,0
0.45,3.0,0.367,0.925,1
0.27,3.0,0.844,0.825,1
1.8,7.0,0.533,0.525,1
1.2,5.1,0.468,0.627,1
3.11,7.5,0.859,0.971,1
0.84,3.9,0.463,0.412,0
5.81,16.3,0.414,0.822,1
4.93,12.1,0.104,0.977,1
0.62,3.0,0.362,0.461,1
0.4,3.0,0.397,0.56,1
3.4,10.2,0.181,0.723,0
0.1,3.0,0.588,0.898,1
0.92,3.0,0.144,0.699,1
6.03,11.7,0.224,0.435,1
0.41,3.0,0.561,0.475,1
2.58,5.4,0.269,0.622,1
1.87,5.3,0.64,0.59,1
9.98,27.4,0.691,0.53,0
1.37,3.0,0.301,0.896,1
5.09,12.6,0.087,0.416,0
7.08,17.4,0.489,0.889,1
0.49,3.0,0.093,0.944,1
1.95,7.4,0.515,0.772,1
2.23,3.0,0.726,0.769,1
1.93,6.0,0.62,0.488,1
5.24,15.2,0.448,0.735,0
0.15,3.0,0.946,0.621,1
0.81,3.0,0.102,0.535,1
0.63,3.0,0.88,0.744,1
0.26,3.0,0.8,0.401,1
0.78,3.1,0.42,0.563,1
1.14,4.0,0.153,0.787,1
1.18,3.0,0.156,0.668,1
0.1,3.0,0.922,0.486,1
2.18,7.8,0.234,0.401,1
0.52,3.0,0.874,0.56,1
1.59,3.0,0.503,0.724,1
1.96,4.7,0.462,0.715,1
2.71,7.2,0.62,0.477,1
1.43,3.0,0.215,0.762,0
0.26,3.0,0.428,0.989,1
0.1,3.0,0.938,0.745,1
1.5,5.0,0.238,0.711,1
4.76,12.2,0.922,0.767,1
10.5,23.0,0.994,0.919,1
3.94,10.5,0.052,0.958,1
1.33,3.2,0.531,0.424,1
8.02,21.1,0.172,0.521,0
7.19,17.2,0.622,0.468,1
4.36,9.3,0.99,0.856,1
7.4,17.0,0.897,0.427,0
4.12,9.2,0.925,0.933,1
2.23,5.6,0.213,0.412,1
4.65,11.9,0.542,0.756,0
2.98,7.1,0.235,0.563,1
6.88,16.4,0.899,0.678,1
0.74,3.0,0.191,0.661,1
0.45,6.1,0.154,0.842,1
1.83,3.0,0.012,0.693,1
0.36,3.0,0.182,0.649,1
1.87,11.3,0.19,0.831,0
3.4,9.4,0.077,0.946,1
5.72,11.5,0.868,0.868,1
10.5,27.9,0.78,0.835,1
1.14,3.0,0.254,0.688,1
1.45,5.4,0.783,0.931,1
1.31,3.0,0.422,0.687,1
0.14,3.0,0.776,0.949,1
0.52,4.5,0.323,0.874,1
0.32,3.0,0.565,0.489,1
2.47,8.1,0.382,0.428,1
1.68,5.1,0.188,0.837,1
8.43,20.2,0.586,0.805,1
0.1,3.0,0.751,0.755,1
0.96,4.8,0.753,0.976,1
1.52,4.1,0.356,0.722,1
2.73,10.4,0.519,0.605,1
0.79,3.7,0.764,0.733,1
1.12,3.2,0.054,0.417,1
0.8,3.0,0.072,0.742,1
3.45,8.9,0.376,0.932,1
0.79,3.0,0.223,0.403,0
3.73,9.1,0.375,0.899,1
3.75,9.8,0.094,0.873,1
2.28,4.9,0.592,0.463,1
1.1,3.4,0.672,0.9,1
0.35,3.0,0.792,0.85,1
1.7,5.8,0.651,0.69,1
3.37,9.7,0.396,0.545,1
20.0,50.3,0.935,0.57,0
1.12,3.0,0.726,0.761,1
0.43,4.7,0.528,0.545,1
0.27,3.0,0.207,0.592,1
6.65,16.5,0.649,0.949,1
2.06,4.5,0.592,0.83,1
1.06,3.0,0.683,0.834,1
1.76,7.5,0.781,0.964,1
1.22,5.8,0.915,0.403,1
1.66,5.0,0.949,0.544,1
2.92,7.1,0.63,0.788,1
0.77,3.2,0.966,0.659,1
4.05,10.3,0.911,0.467,0
4.74,11.5,0.003,0.861,1
0.43,3.0,0.638,0.428,1
0.47,3.0,0.178,0.721,1
1.7,4.8,0.295,0.732,1
4.08,10.6,0.298,0.775,1
1.35,4.6,0.483,0.586,1
15.41,37.3,0.011,0.414,0
4.94,13.8,0.236,0.925,1
0.16,3.0,0.029,0.948,1
2.63,5.4,0.651,0.684,1
3.98,8.9,0.889,0.412,1
0.41,3.0,0.998,0.743,1
5.67,16.2,0.449,0.586,0
0.74,3.0,0.26,0.508,1
0.7,3.0,0.853,0.5,1
2.82,9.6,0.113,0.506,1
0.2,3.0,0.974,0.595,1
3.13,7.5,0.715,0.566,1
0.84,3.0,0.504,0.893,0
0.72,3.5,0.097,0.692,1
3.61,10.7,0.018,0.652,1
2.05,6.6,0.545,0.486,0
3.8,10.6,0.414,0.917,1
2.35,6.0,0.843,0.432,1
6.43,15.0,0.642,0.541,1
4.78,10.3,0.432,0.767,1
1.47,6.3,0.226,0.814,1
3.14,9.4,0.48,0.873,1
0.37,3.0,0.163,0.642,1
3.61,9.1,0.667,0.605,1
0.35,3.0,0.606,0.57,1
0.1,3.0,0.81,0.735,1
1.55,4.2,0.45,0.606,1
1.31,3.0,0.279,0.594,1
3.41,6.6,0.836,0.41,1
0.26,3.0,0.691,0.96,1
6.87,14.1,0.707,0.436,0
5.5,13.0,0.528,0.56,1
8.32,20.6,0.876,0.944,1
0.3,3.0,0.228,0.834,0
1.29,4.5,0.402,0.741,1
0.56,3.0,0.796,0.79,1
0.74,3.0,0.133,0.457,1
1.75,4.0,0.808,0.877,1
0.92,3.0,0.353,0.548,1
0.75,3.0,0.126,0.964,1
1.33,3.0,0.079,0.537,1
2.29,6.8,0.843,0.769,1
0.55,3.0,0.779,0.722,1
1.22,4.9,0.288,0.484,1
1.89,4.0,0.116,0.614,1
6.2,17.6,0.247,0.861,1
2.3,3.5,0.213,0.525,1
8.3,19.4,0.733,0.968,1
8.97,23.2,0.216,0.574,0
0.65,4.0,0.216,0.77,1
0.29,4.1,0.032,0.765,1
8.84,22.2,0.597,0.678,1
7.27,21.9,0.689,0.787,1
12.45,30.5,0.653,0.839,0
4.28,12.9,0.569,0.765,1
0.32,3.0,0.966,0.73,1
2.84,7.9,0.473,0.758,1
2.26,3.0,0.86,0.637,1
5.25,10.9,0.646,0.442,0
0.65,3.0,0.084,0.494,1
0.57,3.0,0.81,0.758,1
2.55,7.2,0.584,0.947,1
0.39,3.0,0.654,0.415,1
0.43,3.0,0.18,0.721,1
6.94,15.4,0.437,0.549,1
8.2,19.6,0.881,0.731,1
6.2,13.6,0.215,0.842,1
3.93,9.6,0.0,0.834,1
1.18,3.2,0.258,0.828,0
1.21,3.0,0.488,0.86,1
5.62,17.4,0.821,0.443,1
10.5,24.8,0.643,0.701,1
0.1,3.0,0.919,0.554,0
14.51,34.2,0.456,0.944,0
0.64,3.0,0.391,0.862,1
5.29,15.6,0.231,0.463,1
0.72,4.1,0.218,0.544,1
1.36,3.0,0.736,0.669,1
3.09,8.8,0.08,0.968,1
0.83,3.0,0.243,0.465,1
7.3,17.2,0.886,0.735,1
0.46,3.0,0.577,0.601,0
0.21,4.2,0.047,0.781,1
9.61,25.0,0.704,0.783,1
4.95,13.5,0.507,0.542,1
1.41,4.9,0.855,0.864,1
1.92,3.0,0.682,0.454,1
3.27,9.1,0.004,0.883,0
4.83,10.0,0.206,0.525,1
1.42,3.0,0.258,0.748,1
3.06,12.0,0.702,0.605,1
0.95,3.0,0.509,0.76,1
0.1,3.0,0.747,0.558,1
5.43,15.9,0.513,0.736,1
0.33,3.0,0.327,0.405,1
0.1,3.0,0.104,0.621,1
6.56,18.9,0.203,0.888,1
6.92,17.4,0.401,0.673,1
1.79,3.0,0.551,0.695,1
2.43,7.2,0.939,0.767,1
1.34,3.0,0.24,0.656,1
1.59,7.1,0.666,0.912,1
0.83,3.0,0.153,0.638,1
0.74,3.9,0.714,0.956,1
1.24,6.7,0.011,0.917,1
5.38,11.7,0.656,0.648,1
9.62,23.7,0.163,0.616,1
4.84,12.9,0.18,0.799,1
3.69,7.5,0.559,0.846,1
1.96,5.4,0.375,0.51,1
1.01,3.0,0.471,0.542,1
3.01,7.0,0.309,0.486,1
0.2,3.0,0.953,0.849,1
11.59,29.1,0.291,0.821,0
3.7,9.6,0.542,0.512,1
6.31,14.6,0.854,0.717,1
0.1,3.0,0.664,0.851,1
0.32,3.0,0.323,0.959,1
4.27,10.6,0.552,0.505,1
0.1,3.0,0.083,0.58,1
2.3,6.4,0.546,0.606,1
0.76,3.0,0.431,0.769,0
1.13,3.0,0.758,0.48,1
3.74,8.8,0.848,0.514,0
0.82,3.0,0.2,0.86,1
1.13,6.1,0.082,0.72,1
2.89,7.3,0.391,0.495,1
0.52,3.0,0.534,0.629,0
3.66,8.2,0.377,0.479,1
5.65,14.1,0.629,0.614,0
7.18,15.5,0.506,0.636,1
2.26,5.3,0.937,0.466,1
0.76,3.0,0.409,0.435,1
0.55,3.0,0.082,0.92,1
0.54,3.0,0.302,0.924,1
0.1,3.0,0.606,0.402,1
4.05,13.0,0.256,0.778,0
2.01,6.7,0.269,0.455,1
6.57,19.1,0.34,0.878,1
0.38,3.7,0.746,0.919,1
9.14,24.2,0.94,0.764,1
1.72,3.4,0.35,0.762,1
0.35,3.0,0.195,0.619,1
0.1,3.0,0.421,0.547,1
0.66,3.0,0.352,0.695,1
5.69,19.2,0.99,0.479,1
0.66,3.0,0.464,0.797,1
3.68,13.2,0.679,0.677,1
0.24,3.0,0.914,0.505,1
1.75,7.0,0.629,0.747,1
2.94,10.8,0.249,0.869,0
5.25,11.1,0.607,0.747,1
3.23,7.1,0.402,0.713,1
0.14,3.0,0.422,0.9,1
4.52,8.8,0.979,0.406,1
0.1,3.0,0.279,0.764,1
0.6,3.0,0.469,0.642,1
7.21,18.1,0.16,0.514,1
3.75,10.5,0.179,0.978,1
3.51,5.1,0.603,0.638,1
2.09,7.8,0.751,0.598,1
3.64,8.4,0.636,0.5,1
0.6,3.0,0.329,0.989,1
2.31,7.0,0.06,0.905,1
1.33,6.1,0.47,0.441,1
1.18,3.0,0.504,0.734,0
3.2,3.8,0.771,0.487,1
0.87,3.0,0.64,0.822,1
2.88,7.6,0.871,0.686,1
1.57,3.0,0.783,0.465,1
14.83,37.4,0.366,0.729,0
0.8,3.0,0.632,0.937,1
0.22,3.0,0.747,0.601,1
6.65,18.0,0.957,0.43,0
10.24,24.5,0.422,0.958,0
3.37,7.6,0.648,0.484,1
0.14,3.0,0.393,0.68,1
0.1,3.0,0.738,0.721,1
0.32,3.0,0.912,0.54,1
6.35,16.0,0.919,0.505,0
10.57,25.5,0.157,0.467,1
0.46,3.0,0.204,0.441,0
0.52,4.0,0.755,0.7,1
0.65,3.0,0.631,0.897,1
5.84,16.0,0.905,0.475,1
2.94,8.6,0.314,0.813,1
2.79,4.2,0.848,0.643,1
0.1,3.0,0.684,0.421,1
1.83,4.2,0.195,0.716,1
2.01,3.6,0.126,0.549,1
0.81,3.0,0.703,0.757,1
0.14,3.0,0.158,0.606,1
3.18,5.2,0.794,0.793,1
3.08,7.2,0.557,0.942,1
1.09,3.0,0.477,0.544,1
5.33,11.7,0.276,0.955,1
4.92,12.5,0.984,0.521,1
3.95,9.0,0.722,0.442,1
1.9,6.9,0.778,0.514,0
14.5,35.9,0.769,0.881,0
